"Col0","apoapo_rep1","apoapo_rep2","apoapo_rep3","apoapo_rep4","apoapo_rep5","aposym_rep1","aposym_rep2","aposym_rep3","aposym_rep4","aposym_rep5","symsym_rep1","symsym_rep2","symsym_rep3","symsym_rep4","symsym_rep5","symsym_rep6","apona_rep1","apona_rep2","apona_rep3","nana_rep1","nana_rep2","nana_rep3"
"XM_021057849.1",1,0,1,0,0,0,719,0,0,0,3,0,0,0,0,0,0,731,0,1351,0,0
"XM_021041874.1",1948.707315,0,151.965643,5943.92546,0.000007,3060.999828,0,958,0,1,0,0,0,0,0,7963.626544,2880.999695,1636.732067,373.395324,2883.999999,14649.068677,0
"XM_021039625.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002335357.1",0,4365,612,3271,0,1775,8664,672,2943,1413,0,0,485,1638,0,7523,0,0,828,1452,3524,8188
"XM_021048252.1",1,0,0,0,0,0,3832,146,10,17.580466,0,0,0,0,0,0,0,0,729,10,1,0
"XM_021043958.1",0,0,0,0,0,0,0,944.771677,0.000004,0,0,0,0,0,0,0,11.679617,0,1539.410776,0,210.903017,7827.013969
"XM_021037695.1",0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021054388.1",3,1797,399,3095,1194,0,231,575,0,1795,0,0,0,0,0,0,2930,11,0,567,0,0
"XM_021044356.1",0,0,322,0,0,5,3917,1162,0,0,0,0,0,0,1547,19968,0,0,1700,2710,0,6459
"XM_021044106.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0
"XM_021052054.1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"XM_021055626.1",24.257036,404.226102,86.827083,0,0,163.603076,152.256576,42.547679,75,3,4.420082,0,0,0,2.591019,0,0,0,16,70.784698,591.512163,573.385397
"XM_021046505.1",242.708334,0,11,0,0,0,10.006883,37.252305,0,0,0,0,0,0,0,0,0,1.00081,0,27.402322,0,1178
"XM_021053143.1",2672,2,965,0,0,1,7153,899,513,1759,0,0,0,0,0,0,999,189,847,7,2712,7484
"XM_021054318.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042261.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.207062,0,0,0
"XM_021053899.1",9.002495,39.512148,3.004277,0,11.001808,6.139268,12.047751,9.00873,16.046006,2.001055,0,0,11.032243,0,0,38.024235,1,7.004744,19.030749,18.008815,45.026116,35.050662
"XM_021049597.1",551,0,0,0,0,17,0,6,684,0,0,0,0,0,0,0,0,0,0,500,0,0
"XM_021052299.1",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060811.1",804,0,36,0,0,202.110584,484,111,0,666.545586,0,0,0,0,0,0,0,25,0,920,0,0
"XM_021043255.1",209.011748,0,0,0,0,0,367,77,0,0,4,0,0,0,0,0,0,0,796,1114,0,0
"XM_021037515.1",264.290645,0,57,0,0,94.622473,2988.77442,221.575863,340.468289,5287.081097,217,267,0,0,62,0,83.574841,887.398925,569.851331,708.848359,2179.134176,522.537229
"XM_021043395.1",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042218.1",2727,29,330,35,35,0,262,1465,5,1219,0,0,1786,1,0,124,1197,779,1572,338,9999,5171
"XM_021037506.1",0,0,126,0,0,0,0,443,439,0,46,0,0,0,0,0,0,111,250,25,0,3759
"XM_021045076.1",49,0,72,192,263.095738,0,250,128.008212,228,47,235,0,0,0,402.985959,0,0,590.353043,0,469.996812,0,29.653265
"XM_021049191.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021053709.1",0,0,0,0,0,0,159.360697,12.496787,0,0,0,1,0,0,0,0,0,0,0,1.203284,0,0
"XM_021059209.1",4.626553,1923.377187,139.268731,990.232202,2261.301185,0,1376.077606,1022.188195,1436.734229,180.252433,0,0,0,2.007114,131.678294,0,597.291886,2386.6438,38.068532,2914.903636,3770.505244,2745.356826
"XM_021058884.1",0,0,0,521,0,224,0,14,0,0,0,0,0,0,0,0,0,0,0,967,0,0
"XM_021061303.1",163,0,422,751,1455,2148,2399,496,4,153,0,2341,0,0,1428,0,625,545,0,432,4409,1842
"XM_021044339.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002334719.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0
"XM_021048972.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056112.1",0,0,0,554.785537,0,0,0.998363,0,0,138.909385,0,0,0,0,0,0,13.972129,0,0,331,824.352596,950.828435
"XM_021039357.1",2500,1509,689,17959,0,5441,3606,3198,2784,3714,516,0,365,15,0,212,0,4157,3367,332,14562,31779
"XM_021051699.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021052674.1",38.983746,0,0,0,0,5.636789,0,0,0,2.005443,0,24,0,0,0,0,0,0,1,0,2.050937,629.54079
"XM_021049589.1",0,0,97.995128,0,0,1,0,139.046015,0,0,0,0,0,0,0,0,0,0,714.064044,0,0,0
"XM_021042675.1",232.048782,0,24,303,18.647605,37.64842,52,5.846889,16,54.467438,3,0,0,453,0,0,17,11,161.966232,45.118915,8,153.03446
"XM_021052399.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021049298.1",2017,24,115,0,0,3,1112,323,164,1356,1261,0,0,0,0,0,0,1342,1589,3337,0,1345
"XM_021044525.1",0,0,688,0,2330,0,7221,275,0,0,0,0,4,0,0,0,0,0,0,0,0,722
"XM_021041736.1",0,0,45.459316,1,210.257145,836.498911,29,2.297408,0,945.119344,0,0,0,0,2,1,0,149.898929,199.096533,295.643615,2141.790897,1
"XM_021052111.1",0,0,114,642,0,0,75,161,0,0,0,220,0,0,0,0,0,0,139,722,1743,0
"XM_021054003.1",0,0,0,0,0,0,0,2.772159,0,0,0,0,0,0,1.856033,1.93439,0,104.00825,0,0,0,0
"XM_021039039.1",1170,0,1,1,1,29,0,137.284618,1,1856.99082,0,0,0,0,0,645.120891,0,0,1.000111,2.036107,0,2.000604
"XR_002335345.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021051918.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021049886.1",0,0,156,0,1524,0,0,677,0,0,0,0,3005,0,0,0,0,0,3,1677,4938,0
"XM_021038450.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056624.1",0,0,303,0,0,0,0,10.539818,577.910767,0,0,0,0,0,0,0,0,0,34.971724,0,0,0
"XM_021037573.1",0,1493,440,719,3183,1563,352,531,1181,2623,0,0,0,0,0,4529,0,1365,1515,3234,1,4724
"XM_021050333.1",0,0,7.64496,0,0,34.585687,108,7.080269,0,0,0,0,0,0,0,0,0,72,0,0,0,143
"XR_002334371.1",0,0,0,0,0,0,0,4.819759,0,0,0,0,0,0,0,0,13.181036,0,2.150943,13.396802,0,0
"XM_021047817.1",1492,0,49,2,0,2,77,332.178896,0,2,0,0,4,0,0,12,142,0,3,0,4764,392
"XM_021059315.1",0,0,61,0,0,2,0,117,0,0,0,0,0,0,0,0,1599,5,0,0,2775,0
"XM_021060821.1",27.242002,17,712.235934,3556.673711,0,0,1387.930809,386,0,0,0,10,76,0,0,0,0,0,0,11.002759,3765,1042.19959
"XM_021056325.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021051255.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042493.1",0,0,725,2366,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,1224,0,0
"XM_021040936.1",0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021036726.1",0,0,0,8.860922,0,1486.866146,116.682267,71.88479,6.199488,33,1,0,0,0,0,4.000149,1,170.984521,9.337519,102.178768,0,1.015722
"XM_021040750.1",0,0,295.789769,0,0,181.930618,0,628.614987,0,411.499795,0,0,0,0,0,8408.420381,0,1287.293046,501.810098,1713.581564,0,77.807023
"XM_021047217.1",17.304612,0,0,0,0,0,236.277311,0,0,0,0,0,0,0,13.455841,11.362623,79.601977,0,0,0,0,0
"XM_021050921.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,329,0,0
"XR_002334479.1",2838,4285,877,4238,3398,1590,10993,2120,4316,2534,0,1058,1166,6572,5213,5028,966,2771,2053,2979,6883,4305
"XM_021044764.1",0,0,0,0,1525,0,1404.963363,150,0,0,0,0,0,0,0,0,0,0,94,699,2101,7323
"XM_021048212.1",1924,1897,573,511,961,1627,813,753,830,714,0,403,203,0,850,1170,540,1560,1064,2457,1573,5642
"XM_021049242.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021048408.1",12,0,0,51.793604,0,26,791.482322,73,0,110.377514,2,1,0,0,0,0,0,0,258.658192,0,0,0
"XM_021054931.1",60.030399,0,0,0,0,0,455.515817,8.668492,0,0,0,0,0,0,1166.247524,0,0,0,20.942813,0,0,0
"XM_021040554.1",0,0,0,0,0,0,134,12,0,0,1,0,0,1,0,0,0,0,0,642,0,1
"XM_021039824.1",537,0,49.396077,78.120434,9,0,1662,460.59191,3.609092,247.353884,0,0,0,0,0,4,2476,128.852988,3,2683.356887,87.630981,0
"XM_021036188.1",1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002335290.1",0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021040150.1",0,0,125,802,798,2964,203,210,1356,3134,111,0,0,0,3662,1,621,1819,738,404,3260,1538
"XM_021046242.1",4669,3378,1778,7655,4709,2576,4063,2988,1966,4854,1548,0,2,0,1,5890,0,2348,9111,5137,39496,20673
"XM_021043437.1",0,0,0,0,2,1,24,1,0,9,30,0,0,0,0,0,0,0,0,0,10.228262,0
"XM_021046720.1",0,0,5.283016,721.973242,0,0,0,23.76484,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021043164.1",38.257772,151,20.085725,7,1,28.312525,10.14888,39.887871,11.965921,19.773923,3,0,0,98.259702,47.228454,44.494857,6,0,41.287042,53.046437,38.804261,62.083324
"XM_021050600.1",0,0,0,0,0,0,0,1.053671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060767.1",0,0,0,171.848106,0,0,0,251.099557,2,0,29,0,0,0,0,0,0,0,160.087515,280.04141,5716.32282,287.355105
"XM_021052678.1",0,0,72.918657,0,0.011146,0,0,102.755682,0.000118,0,0,0,0,137.06459,0,4.694559,0.00612,0,1157.345235,0,0,0
"XM_021048858.1",92,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042904.1",0,0,27.554956,0,0,0,0,7,0,386.702211,0,0,0,0,0,0,0,12.829295,0,0,242.200356,0
"XM_021040893.1",0,0,21,0,0,0,0,54,0,0,0,0,0,0,0,0,0,131,69,0,1,664
"XM_021054058.1",0,0,0,0,0,0,0,7,0,0,0,0,0,520,0,1,114,0,0,164,0,0
"XM_021058207.1",0,0,0,0,0,1632,2,455,0,0,0,0,0,0,0,0,0,4,923,0,0,11
"XM_021048443.1",402,0,14,802,0,1094,746,411,663,0,0,0,2911,0,63,0,264,12,9,1117,4030,3424
"XM_021061232.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021058905.1",34.159989,0,48.749814,3.003752,0,0,236.748472,132.723853,164.349259,0,20,0,0,0,29.03668,293.928374,7,0,67.18872,63.114903,0,267.679592
"XM_021059957.1",0,5.063361,209.774631,0,0,2817.523701,5.283613,544.894961,1532.515123,8106.459221,0,0,0,0,1,0,0,0,2.012638,1981.956929,4638.969469,1.002374
"XM_021045421.1",1903,60.762355,367,4.639241,533,1132,695,498.130912,0.2216,144.146248,0,1.398556,239.397827,1995.315133,4.737517,237,2.775379,22,2786,2001,1873,5214.85916
"XM_021053582.1",14,0,90,0,620,0,0,275,0,848,0,0,0,0,6,0,0,416,1054,841,0,0
"XM_021057505.1",48.089601,0,0,125.604014,150.068601,1360.404053,219.656829,6.182036,0,7,4,0,0,4.846632,0,0,75,0,14.261741,1297.673558,0,978.760607
"XM_021054519.1",31.265511,0,0,0,0,0,1.035558,12.025806,0.27946,0.114977,0,0,0,0,0,0,0,403.864226,922.243705,0.002614,0,0.173758
"XM_021057532.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.241204,0,0,0,0,0,0
"XM_021057673.1",0,0,0,0,0,0,70,11.245692,0,0,0,0,0,0,0,0,0,0,0,0,106.579667,0
"XM_021036743.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021047704.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060324.1",486,2755.979424,737.284305,585.514348,0,0,4572,1601.071973,12,3192.922938,9,5,0,0,2376.21624,224.472146,0,446,3268.794782,3945.497603,31747.355007,5228.293978
"XM_021042136.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042374.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,0,0
"XM_021048375.1",209,0,583,103,945,138,1360,639,241,2,1,0,0,1,0,0,0,1357,1581,430,5850,78
"XM_021037546.1",0.074628,0,0.030051,0.04475,0.221105,0,197.199215,122.84999,0.025892,0,0,0,0.002382,0,0,0.000275,0,0.040235,0.001013,2236.715624,0,0
"XM_021056412.1",0,7.005369,5.083939,0,0,0,0,0,0,6,0,1.001559,0,0,0,0,0,2.003996,0,0,3.002216,1.00136
"XM_021057670.1",0,0,0,0,0,0,0,3,0,18.428883,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021041751.1",723.819342,0,504,1,0,570,447,541,0,23,0,4104,0,758,351,0,1473,32,0,1646,2,259
"XM_021050762.1",531.526295,0,71,562.161935,994.348575,0,26.410268,263.649464,226.221961,1294.966393,571.988693,0,0,0,0,602.480346,0,405.313294,522.164775,1616.264529,759.456516,843.766847
"XM_021062003.1",0,0,327,5638,0,0,0,356,1730,0,0,0,0,0,0,0,0,0,1130,2246,0,0
"XM_021041365.1",71,1173,15,2,1260,1,526,89,5,2,2,0,29,0,0,25,8,922,131,528,0,0
"XR_002334855.1",1.116788,1.010219,5.451639,1.120253,0,240.312004,1.020344,21.868693,1.176279,0,0,0,0,0,0,0,0,199.709582,61.689728,0,12.632281,8.126073
"XR_002334316.1",22.562078,310.530826,35.355262,0,505,8.007495,221.57245,119.375162,46.463588,31.004967,76.875794,0,0,0,129.77548,0,26,22.358239,103.399482,88.802743,2.005985,301.94969
"XM_021057707.1",153,0,0,0,0,0,0,228,0,0,6,0,0,1,0,1101,1669,2178,414,2270,0,1703
"XM_021056332.1",11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"XM_021053242.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021040097.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021038331.1",0,0,0,0,0,0,0,3.110456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021040630.1",5,0,250,0,0,287,419,229,585,0,0,0,0,0,0,0,0,0,0,1710,0,1597
"XM_021058253.1",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1236,0,0
"XM_021049215.1",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021059376.1",0,457,833,0,0,1909,56,1304,2023,2085,0,0,0,0,0,0,1770,0,1535,3923,4508,4420
"XM_021056386.1",0,0,0,0,272,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,1159
"XM_021039040.1",0,0,0,18,0,0,0,109,213,42,0,0,0,0,0,0,0,0,0,571,0,2205
"XM_021037947.1",1037,0,0,0,0,922,0,191,183,831,0,0,0,0,895,4,443,279,716,479,988,1845
"XM_021042781.1",2284.628025,54.192947,1376.969054,1831.274599,4361.775243,3197.443407,2115.433477,1152.177147,1183.109896,1254.093975,1487.889342,0,0,435.54591,1923.913008,266,1056.633323,773.058788,3174.227805,4785.400371,10116.811031,7760.861741
"XM_021040896.1",0,0,34,403,0,2957,2,169,0,1069,0,0,318,0,1347,27,0,0,73,1336,0,150
"XM_021040952.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042955.1",6,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,1,55,0,132,112,0
"XM_021059667.1",185.053744,56.397485,64.089272,90.66975,0,0,316.11667,134.86098,240.965563,92.481865,0,0,0,0,174.728241,0,114.80548,255.549572,445.328124,295.634632,1236.541905,2644.945695
"XR_002334250.1",0,148,0,273,0,1,0,8,0,78,0,0,0,0,0,0,0,0,0,0,343,103
"XM_021048477.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021036662.1",108,10,438,79,0,0,3266,440,0,0,0,0,3,0,0,1,20,0,0,563,10839,0
"XM_021046732.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021044731.1",0,0,0,0,0,664.290687,0,51,0,76.2496,0,0,0,0,0,0,0,0,0,65.062239,0,980.017752
"XM_021060063.1",38,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,427,0,0
"XM_021050758.1",0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021057132.1",97.069633,0,109,0,0,612.493965,0,223.910543,0,0,0,0,0,0,0,0,0,0,316.104415,345.025076,0,2130.756125
"XM_021049947.1",840,1536,1093,10,375,1574,10,2158,2428,0,0,0,456,0,0,1,0,942,677,2713,7296,5401
"XM_021049489.1",0,0,209.464804,0,1361.749161,60,0,155.104057,640.616435,0,0,0,0,0,0,0,0,0,559.623475,491.698009,2431,1080.881104
"XM_021041860.1",2328,0,0,0,0,187,0,170,0,11,0,0,0,0,1,0,0,0,0,2153,851,1407
"XM_021043496.1",656,1281,477,1478,1947,0,1516,1839,2222,900,0,0,0,1564,0,0,1043,4329,1673,3025,3828,2818
"XM_021040933.1",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021037528.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021048674.1",0,0,0,0,0,67,0,19,28,0,3,0,0,0,1,0,0,0,0,0,0,0
"XM_021048959.1",686.318602,27.01291,295.986966,0,1868.734039,0,266.20404,288.464325,64.137315,1052.432789,0,0,0,0,0,0,0,3221.231027,409.760894,35.181736,4308.851729,3675.125214
"XM_021055122.1",0,1.383909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021051552.1",0,0,0,0,2.009215,230,0,0,9.060822,79.907593,0,0,0,0,0,10.131222,0,0,0,0,0,13.064438
"XM_021061525.1",0,0,44.187959,0,0,227.449569,0,29.056886,0,0,0,0,0,0,0,0,15.243842,0,246.981514,78.027196,131.051235,377.733296
"XM_021037151.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021039931.1",77,0,36,0,0,0,64,79,49,123,0,0,0,0,343,0,0,137,0,136,0,0
"XM_021045476.1",0,1,0,36,0,0,64,54.809384,0,0,2.601905,0,0,0,0,0,0,42,282.862061,124,0,191
"XM_021036591.1",0,0,0,0,0,1519,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"XR_002334973.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.937205,0,0,0,0
"XM_021061419.1",0,2.866869,0,0,0,0,29,14.091152,0,28.215196,0,0,0,1,49.214674,0,0,0,29.553847,4.710972,1,246.433983
"XM_021059135.1",0,0,0,0,0,502,0,70,0,0,0,0,0,0,0,0,0,1,0,18,0,0
"XM_021061330.1",2568.447878,2126.742924,2035.254727,1968.117735,7131.781525,927.076164,508.385648,2444.253102,2061.152346,941,46,0,2473.652324,0,2511.407933,3132.220659,2209.296732,2948.915421,8711.496581,5656.112273,20007.371568,25304.286737
"XM_021040281.1",6026,12352,6267,8988,4851,4165,6016,5406,3041,6562,15,4721,4284,10322,2641,5721,2008,4990,9278,8556,18383,26256
"XM_021037129.1",3.600643,0,0,0,0,0,49.510136,0,0,0,0,0,0,0,0,0,0,0,0,15.155047,2.079708,0
"XM_021061162.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021058642.1",16,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,345.995314,202,0,0,0
"XM_021052905.1",0,0,0,0,0,33,0,0,0,0,20,0,161,0,0,0,0,0,0,0,0,0
"XM_021055560.1",0,58.899228,23.017447,0,0,0.999996,189.449771,274.316624,0,0,0,0,0,3.999994,1,0,16,0,0,191.957011,0,0
"XM_021054212.1",0,0,0,0,0,0,0,33.225864,109,0,0,0,0,0,0,0,0,0,74.3066,142.150976,0,0
"XM_021046382.1",0,0,200,0,0,0,9,189,0,0,0,0,0,0,0,244,0,0,0,0,2288,3151
"XM_021044431.1",0,286,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021038891.1",22,0,0,0.049981,53.845351,4,689.584006,168.206866,0,0,0.078022,0,0,0,15.410391,0,0,0,0,164.771349,2.048269,10.105844
"XM_021043448.1",1786.569302,945.190293,293.008048,90.994666,0,0,0,267.064171,8.5,758.30721,1.7,0,0,0,1,0,0,0,0,918.819294,2631.188577,0
"XM_021045135.1",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021048749.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050338.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050667.1",0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021051981.1",0,0,0,0,0,103,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021053032.1",0,0,0,0,0,0,21,61,0,0,7,0,0,0,0,0,0,0,209,0,0,829.077059
"XM_021050765.1",0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,111,0,0
"XM_021047581.1",27,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0
"XM_021050568.1",45.116905,262.170602,29.314457,5,17,10.026804,549,34.736981,1.125459,22.338963,7,1,7.45475,61.981802,1223.921945,57.365673,22,13,20.512977,62.399551,250.834248,72.508599
"XM_021038382.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021044878.1",0,0.026874,652,0,0,184,4.258115,554.455936,814,1572,0,0,0,0.136088,0,0,0,0,2119.889337,3640.710358,1,0
"XM_021061200.1",0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021039261.1",0,1382.171857,0,0,0,6,994.712786,202.716938,214.316213,0,0,0,0,0,0,0,0,0,290.831175,666.950509,1166.908914,1379.110734
"XM_021048657.1",0,15,58,0,0,0,277,53,0,0,0,0,0,0,0,0,0,482,443,0,0,0
"XM_021040192.1",2,0,39,98,0,64,0,30,75,144,0,0,0,0,0,0,0,0,97,198.688375,0,151
"XM_021037860.1",1469,0,814,0,1098,0,346,893.338877,1432,0,0,0,0,0,0,0,0,3313,3859,0,7261,128
"XM_021043429.1",90,0,1,63,0,200,116,136,1,293.909054,2,0,0,0,3,0,0,0,24,498,673,0
"XM_021040148.1",0,0,0,0,0,0,187,110,83,0,0,0,0,0,0,0,0,0,0,909,401,0
"XM_021056462.1",1,0,0,95,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2040,586
"XM_021042124.1",12286,459,1966,1289,10222,2354,2185,1416,5298,3625.042195,1,2420,0,0,6887,25232,0,898,9975,3374,5542,28455
"XM_021043821.1",163,56,0,0,0,0,836,153,4,3,11,0,4,0,191,26,0,135,318,3,2320,7258
"XM_021059351.1",0,452,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,3,0,176,0,0
"XM_021046844.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021054059.1",0,0,1,0,0,0,1137,25,0,0,0,0,0,0,0,0,0,543,0,0,0,0
"XM_021039091.1",257.48087,1849.794792,361.770168,502.858968,204.304014,2073.397475,1054.966224,829.671869,536.46796,1499.409299,102.440289,90.955956,356.960791,1168.976939,645.896271,1749.789974,18.160703,338.957578,1258.071022,762.875828,355.393985,2489.987694
"XM_021043130.1",1038,3038,0,541,0,3889,3469,365.950273,0,248,0,0,0,1.227449,5356,0,1911,2701.928027,0,2947,5125,7885
"XM_021041712.1",0,139.960748,0,0,0,0,3,62,22,0,0,0,0,0,0,0,0,0,0,5,0,0
"XM_021036281.1",6,1158,1257,0,0,0,121,1456,1736,4923,0,0,1689,0,12172,13053,3836,6226,14169,4381,6425,49225
"XM_021045769.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021053684.1",0,739,0,0,0,69,0,0,0,728,0,0,0,0,0,0,0,0,0,42,0,0
"XM_021038965.1",991,19,337,0,705,22,2641,249,422,0,0,0,23,0,0,3314,0,195,697,409,4139,2239
"XM_021058617.1",88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.907537,0,0,0
"XM_021058737.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021044544.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.345734
"XM_021037416.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.628316
"XM_021043331.1",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021048654.1",534,991.77399,377.412967,217.593697,0,0,0,419.938288,0,0,0,0,0,0,0,0,0,42,0,0,0,0
"XR_002335016.1",4,0,0,2041,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
"XM_021061201.1",55,0,0,0,0,82,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021036834.1",0,0,0,1,0,0,0,0,130.40895,0,17.587881,0,0,0,0,0,0,0,45.032148,17.304955,0,0
"XM_021036517.1",798,0,0,0,1,15,1027,104,0,848,0,0,0,0,0,0,154,1,559,713,0,1767
"XM_021043686.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021040350.1",1374,0,858,4245,5208,4250,6,662,1537,685,1,0,0,44,0,0,2767,46,0,120,11780,8572
"XM_021058284.1",467.883212,426.989781,40.548361,382.879747,0,386.687996,796.979656,575.131307,577.823721,0,0,0,0,0,227,32,0,477.290418,2160.310272,180,1963.367719,3595.873927
"XM_021059217.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021047238.1",0,0,531.418453,0,0,0,0,291.419023,14.025888,376.788843,0,0,2113.996411,0,0,0,0,157.251302,0,1150.140904,1475.385311,0
