"Repeat(Date)","Algae","Well_ID","Larvae","Number of Symbionts","Time_post_infection"
"III","N. oculata","NIII6",3,0,"6"
"III","N. oculata","NIII6",4,0,"6"
"III","N. oculata","NIII6",5,0,"6"
"III","N. oculata","NIII6",6,0,"6"
"III","N. oculata","NIII6",7,0,"6"
"III","N. oculata","NIII6",8,0,"6"
"III","N. oculata","NIII6",9,0,"6"
"III","N. oculata","NIII6",10,0,"6"
"III","N. oculata","NIII6",11,0,"6"
"III","N. oculata","NIII6",12,0,"6"
"III","N. oculata","NIII6",13,0,"6"
"III","N. oculata","NIII6",14,0,"6"
"III","N. oculata","NIII6",15,0,"6"
"III","N. oculata","NIII6",16,0,"6"
"III","N. oculata","NIII6",17,0,"6"
"III","N. oculata","NIII6",18,0,"6"
"III","N. oculata","NIII6",19,0,"6"
"III","N. oculata","NIII6",20,0,"6"
"III","N. oculata","NIII6",21,0,"6"
"III","N. oculata","NIII6",22,0,"6"
"III","N. oculata","NIII6",23,0,"6"
"III","N. oculata","NIII6",24,0,"6"
"III","N. oculata","NIII6",25,0,"6"
"III","N. oculata","NIII6",26,0,"6"
"III","N. oculata","NIII6",27,0,"6"
"III","N. oculata","NIII6",28,0,"6"
"III","N. oculata","NIII6",29,0,"6"
"III","N. oculata","NIII6",30,0,"6"
"III","N. oculata","NIII6",31,0,"6"
"III","N. oculata","NIII6",32,0,"6"
"III","N. oculata","NIII6",33,0,"6"
"III","N. oculata","NIII6",34,0,"6"
"III","N. oculata","NIII6",35,0,"6"
"III","N. oculata","NIII6",36,0,"6"
"III","N. oculata","NIII6",37,0,"6"
"III","N. oculata","NIII6",38,0,"6"
"III","N. oculata","NIII6",39,0,"6"
"III","N. oculata","NIII6",40,0,"6"
"III","N. oculata","NIII6",41,0,"6"
"III","N. oculata","NIII6",42,0,"6"
"III","N. oculata","NIII6",43,0,"6"
"III","N. oculata","NIII6",44,0,"6"
"III","N. oculata","NIII6",45,0,"6"
"III","N. oculata","NIII6",46,0,"6"
"III","N. oculata","NIII6",47,0,"6"
"III","N. oculata","NIII6",48,0,"6"
"III","N. oculata","NIII6",49,0,"6"
"III","N. oculata","NIII6",50,0,"6"
"IV","N. oculata","NIV6",1,0,"6"
"IV","N. oculata","NIV6",2,0,"6"
"IV","N. oculata","NIV6",3,0,"6"
"IV","N. oculata","NIV6",4,0,"6"
"IV","N. oculata","NIV6",5,0,"6"
"IV","N. oculata","NIV6",6,0,"6"
"IV","N. oculata","NIV6",7,0,"6"
"IV","N. oculata","NIV6",8,0,"6"
"IV","N. oculata","NIV6",9,0,"6"
"IV","N. oculata","NIV6",10,0,"6"
"IV","N. oculata","NIV6",11,0,"6"
"IV","N. oculata","NIV6",12,0,"6"
"IV","N. oculata","NIV6",13,0,"6"
"IV","N. oculata","NIV6",14,0,"6"
"IV","N. oculata","NIV6",15,0,"6"
"IV","N. oculata","NIV6",16,0,"6"
"IV","N. oculata","NIV6",17,0,"6"
"IV","N. oculata","NIV6",18,0,"6"
"IV","N. oculata","NIV6",19,0,"6"
"IV","N. oculata","NIV6",20,0,"6"
"IV","N. oculata","NIV6",21,0,"6"
"IV","N. oculata","NIV6",22,0,"6"
"IV","N. oculata","NIV6",23,0,"6"
"IV","N. oculata","NIV6",24,0,"6"
"IV","N. oculata","NIV6",25,0,"6"
"IV","N. oculata","NIV6",26,0,"6"
"IV","N. oculata","NIV6",27,0,"6"
"IV","N. oculata","NIV6",28,0,"6"
"IV","N. oculata","NIV6",29,0,"6"
"IV","N. oculata","NIV6",30,0,"6"
"IV","N. oculata","NIV6",31,0,"6"
"IV","N. oculata","NIV6",32,0,"6"
"IV","N. oculata","NIV6",33,0,"6"
"IV","N. oculata","NIV6",34,0,"6"
"IV","N. oculata","NIV6",35,0,"6"
"IV","N. oculata","NIV6",36,0,"6"
"IV","N. oculata","NIV6",37,0,"6"
"IV","N. oculata","NIV6",38,0,"6"
"IV","N. oculata","NIV6",39,0,"6"
"IV","N. oculata","NIV6",40,0,"6"
"IV","N. oculata","NIV6",41,0,"6"
"IV","N. oculata","NIV6",42,0,"6"
"IV","N. oculata","NIV6",43,0,"6"
"IV","N. oculata","NIV6",44,0,"6"
"IV","N. oculata","NIV6",45,0,"6"
"IV","N. oculata","NIV6",46,0,"6"
"IV","N. oculata","NIV6",47,0,"6"
"IV","N. oculata","NIV6",48,0,"6"
"IV","N. oculata","NIV6",49,0,"6"
"IV","N. oculata","NIV6",50,0,"6"
"V","N. oculata","NV6",1,0,"6"
"V","N. oculata","NV6",2,0,"6"
"V","N. oculata","NV6",3,0,"6"
"V","N. oculata","NV6",4,0,"6"
"V","N. oculata","NV6",5,0,"6"
"V","N. oculata","NV6",6,0,"6"
"V","N. oculata","NV6",7,0,"6"
"V","N. oculata","NV6",8,0,"6"
"V","N. oculata","NV6",9,0,"6"
"V","N. oculata","NV6",10,0,"6"
"V","N. oculata","NV6",11,0,"6"
"V","N. oculata","NV6",12,0,"6"
"V","N. oculata","NV6",13,0,"6"
"V","N. oculata","NV6",14,0,"6"
"V","N. oculata","NV6",15,0,"6"
"V","N. oculata","NV6",16,0,"6"
"V","N. oculata","NV6",17,0,"6"
"V","N. oculata","NV6",18,0,"6"
"V","N. oculata","NV6",19,0,"6"
"V","N. oculata","NV6",20,0,"6"
"V","N. oculata","NV6",21,0,"6"
"V","N. oculata","NV6",22,0,"6"
"V","N. oculata","NV6",23,0,"6"
"V","N. oculata","NV6",24,0,"6"
"V","N. oculata","NV6",25,0,"6"
"V","N. oculata","NV6",26,0,"6"
"V","N. oculata","NV6",27,0,"6"
"V","N. oculata","NV6",28,0,"6"
"V","N. oculata","NV6",29,0,"6"
"V","N. oculata","NV6",30,0,"6"
"V","N. oculata","NV6",31,0,"6"
"V","N. oculata","NV6",32,0,"6"
"V","N. oculata","NV6",33,0,"6"
"V","N. oculata","NV6",34,0,"6"
"V","N. oculata","NV6",35,0,"6"
"V","N. oculata","NV6",36,0,"6"
"V","N. oculata","NV6",37,0,"6"
"V","N. oculata","NV6",38,0,"6"
"V","N. oculata","NV6",39,0,"6"
"V","N. oculata","NV6",40,0,"6"
"V","N. oculata","NV6",41,0,"6"
"V","N. oculata","NV6",42,0,"6"
"V","N. oculata","NV6",43,0,"6"
"V","N. oculata","NV6",44,0,"6"
"V","N. oculata","NV6",45,0,"6"
"V","N. oculata","NV6",46,0,"6"
"V","N. oculata","NV6",47,0,"6"
"V","N. oculata","NV6",48,0,"6"
"V","N. oculata","NV6",49,0,"6"
"V","N. oculata","NV6",50,0,"6"
"I","C. velia","CI6",1,0,"6"
"I","C. velia","CI6",2,0,"6"
"I","C. velia","CI6",3,0,"6"
"I","C. velia","CI6",4,1,"6"
"I","C. velia","CI6",5,4,"6"
"I","C. velia","CI6",6,0,"6"
"I","C. velia","CI6",7,0,"6"
"I","C. velia","CI6",8,1,"6"
"I","C. velia","CI6",9,0,"6"
"I","C. velia","CI6",10,0,"6"
"I","C. velia","CI6",11,12,"6"
"I","C. velia","CI6",12,0,"6"
"I","C. velia","CI6",13,1,"6"
"I","C. velia","CI6",14,0,"6"
"I","C. velia","CI6",15,1,"6"
"I","C. velia","CI6",16,0,"6"
"I","C. velia","CI6",17,0,"6"
"I","C. velia","CI6",18,0,"6"
"I","C. velia","CI6",19,0,"6"
"I","C. velia","CI6",20,0,"6"
"I","C. velia","CI6",21,3,"6"
"I","C. velia","CI6",22,0,"6"
"I","C. velia","CI6",23,0,"6"
"I","C. velia","CI6",24,1,"6"
"I","C. velia","CI6",25,3,"6"
"I","C. velia","CI6",26,0,"6"
"I","C. velia","CI6",27,0,"6"
"I","C. velia","CI6",28,0,"6"
"I","C. velia","CI6",29,1,"6"
"I","C. velia","CI6",30,0,"6"
"I","C. velia","CI6",31,1,"6"
"I","C. velia","CI6",32,3,"6"
"I","C. velia","CI6",33,0,"6"
"I","C. velia","CI6",34,0,"6"
"I","C. velia","CI6",35,0,"6"
"I","C. velia","CI6",36,0,"6"
"I","C. velia","CI6",37,1,"6"
"I","C. velia","CI6",38,1,"6"
"I","C. velia","CI6",39,0,"6"
"I","C. velia","CI6",40,0,"6"
"I","C. velia","CI6",41,1,"6"
"I","C. velia","CI6",42,0,"6"
"I","C. velia","CI6",43,0,"6"
"I","C. velia","CI6",44,3,"6"
"I","C. velia","CI6",45,2,"6"
"I","C. velia","CI6",46,1,"6"
"I","C. velia","CI6",47,0,"6"
"I","C. velia","CI6",48,0,"6"
"I","C. velia","CI6",49,1,"6"
"I","C. velia","CI6",50,1,"6"
"II","C. velia","CII6",1,1,"6"
"II","C. velia","CII6",2,0,"6"
"II","C. velia","CII6",3,0,"6"
"II","C. velia","CII6",4,2,"6"
"II","C. velia","CII6",5,3,"6"
"II","C. velia","CII6",6,1,"6"
"II","C. velia","CII6",7,10,"6"
"II","C. velia","CII6",8,0,"6"
"II","C. velia","CII6",9,0,"6"
"II","C. velia","CII6",10,1,"6"
"II","C. velia","CII6",11,0,"6"
"II","C. velia","CII6",12,0,"6"
"II","C. velia","CII6",13,0,"6"
"II","C. velia","CII6",14,16,"6"
"II","C. velia","CII6",15,0,"6"
"II","C. velia","CII6",16,0,"6"
"II","C. velia","CII6",17,4,"6"
"II","C. velia","CII6",18,0,"6"
"II","C. velia","CII6",19,1,"6"
"II","C. velia","CII6",20,1,"6"
"II","C. velia","CII6",21,0,"6"
"II","C. velia","CII6",22,0,"6"
"II","C. velia","CII6",23,0,"6"
"II","C. velia","CII6",24,0,"6"
"II","C. velia","CII6",25,0,"6"
"II","C. velia","CII6",26,1,"6"
"II","C. velia","CII6",27,0,"6"
"II","C. velia","CII6",28,0,"6"
"II","C. velia","CII6",29,0,"6"
"II","C. velia","CII6",30,0,"6"
"II","C. velia","CII6",31,0,"6"
"II","C. velia","CII6",32,0,"6"
"II","C. velia","CII6",33,0,"6"
"II","C. velia","CII6",34,0,"6"
"II","C. velia","CII6",35,3,"6"
"II","C. velia","CII6",36,0,"6"
"II","C. velia","CII6",37,1,"6"
"II","C. velia","CII6",38,0,"6"
"II","C. velia","CII6",39,0,"6"
"II","C. velia","CII6",40,2,"6"
"II","C. velia","CII6",41,0,"6"
"II","C. velia","CII6",42,2,"6"
"II","C. velia","CII6",43,0,"6"
"II","C. velia","CII6",44,0,"6"
"II","C. velia","CII6",45,2,"6"
"II","C. velia","CII6",46,0,"6"
"II","C. velia","CII6",47,0,"6"
"II","C. velia","CII6",48,1,"6"
"II","C. velia","CII6",49,2,"6"
"II","C. velia","CII6",50,1,"6"
"III","C. velia","CIII6",1,1,"6"
"III","C. velia","CIII6",2,0,"6"
"III","C. velia","CIII6",3,0,"6"
"III","C. velia","CIII6",4,0,"6"
"III","C. velia","CIII6",5,1,"6"
"III","C. velia","CIII6",6,0,"6"
"III","C. velia","CIII6",7,1,"6"
"III","C. velia","CIII6",8,1,"6"
"III","C. velia","CIII6",9,0,"6"
"III","C. velia","CIII6",10,0,"6"
"III","C. velia","CIII6",11,0,"6"
"III","C. velia","CIII6",12,1,"6"
"III","C. velia","CIII6",13,0,"6"
"III","C. velia","CIII6",14,0,"6"
"III","C. velia","CIII6",15,0,"6"
"III","C. velia","CIII6",16,2,"6"
"III","C. velia","CIII6",17,0,"6"
"III","C. velia","CIII6",18,0,"6"
"III","C. velia","CIII6",19,0,"6"
"III","C. velia","CIII6",20,0,"6"
"III","C. velia","CIII6",21,4,"6"
"III","C. velia","CIII6",22,0,"6"
"III","C. velia","CIII6",23,1,"6"
"III","C. velia","CIII6",24,2,"6"
"III","C. velia","CIII6",25,0,"6"
"III","C. velia","CIII6",26,0,"6"
"III","C. velia","CIII6",27,1,"6"
"III","C. velia","CIII6",28,0,"6"
"III","C. velia","CIII6",29,0,"6"
"III","C. velia","CIII6",30,0,"6"
"III","C. velia","CIII6",31,1,"6"
"III","C. velia","CIII6",32,0,"6"
"III","C. velia","CIII6",33,1,"6"
"III","C. velia","CIII6",34,0,"6"
"III","C. velia","CIII6",35,0,"6"
"III","C. velia","CIII6",36,2,"6"
"III","C. velia","CIII6",37,5,"6"
"III","C. velia","CIII6",38,0,"6"
"III","C. velia","CIII6",39,0,"6"
"III","C. velia","CIII6",40,0,"6"
"III","C. velia","CIII6",41,2,"6"
"III","C. velia","CIII6",42,0,"6"
"III","C. velia","CIII6",43,0,"6"
"III","C. velia","CIII6",44,0,"6"
"III","C. velia","CIII6",45,3,"6"
"III","C. velia","CIII6",46,4,"6"
"III","C. velia","CIII6",47,4,"6"
"III","C. velia","CIII6",48,1,"6"
"III","C. velia","CIII6",49,0,"6"
"III","C. velia","CIII6",50,3,"6"
"IV","C. velia","CIV6",1,1,"6"
"IV","C. velia","CIV6",2,0,"6"
"IV","C. velia","CIV6",3,0,"6"
"IV","C. velia","CIV6",4,0,"6"
"IV","C. velia","CIV6",5,1,"6"
"IV","C. velia","CIV6",6,0,"6"
"IV","C. velia","CIV6",7,2,"6"
"IV","C. velia","CIV6",8,0,"6"
"IV","C. velia","CIV6",9,0,"6"
"IV","C. velia","CIV6",10,0,"6"
"IV","C. velia","CIV6",11,1,"6"
"IV","C. velia","CIV6",12,0,"6"
"IV","C. velia","CIV6",13,0,"6"
"IV","C. velia","CIV6",14,1,"6"
"IV","C. velia","CIV6",15,0,"6"
"IV","C. velia","CIV6",16,0,"6"
"IV","C. velia","CIV6",17,1,"6"
"IV","C. velia","CIV6",18,1,"6"
"IV","C. velia","CIV6",19,1,"6"
"IV","C. velia","CIV6",20,0,"6"
"IV","C. velia","CIV6",21,0,"6"
"IV","C. velia","CIV6",22,0,"6"
"IV","C. velia","CIV6",23,1,"6"
"IV","C. velia","CIV6",24,2,"6"
"IV","C. velia","CIV6",25,2,"6"
"IV","C. velia","CIV6",26,1,"6"
"IV","C. velia","CIV6",27,0,"6"
"IV","C. velia","CIV6",28,1,"6"
"IV","C. velia","CIV6",29,0,"6"
"IV","C. velia","CIV6",30,0,"6"
"IV","C. velia","CIV6",31,0,"6"
"IV","C. velia","CIV6",32,0,"6"
"IV","C. velia","CIV6",33,2,"6"
"IV","C. velia","CIV6",34,0,"6"
"IV","C. velia","CIV6",35,0,"6"
"IV","C. velia","CIV6",36,0,"6"
"IV","C. velia","CIV6",37,0,"6"
"IV","C. velia","CIV6",38,0,"6"
"IV","C. velia","CIV6",39,0,"6"
"IV","C. velia","CIV6",40,2,"6"
"IV","C. velia","CIV6",41,0,"6"
"IV","C. velia","CIV6",42,0,"6"
"IV","C. velia","CIV6",43,0,"6"
"IV","C. velia","CIV6",44,0,"6"
"IV","C. velia","CIV6",45,0,"6"
"IV","C. velia","CIV6",46,1,"6"
"IV","C. velia","CIV6",47,0,"6"
"IV","C. velia","CIV6",48,0,"6"
"IV","C. velia","CIV6",49,1,"6"
"IV","C. velia","CIV6",50,0,"6"
"V","C. velia","CV6",1,0,"6"
"V","C. velia","CV6",2,2,"6"
"V","C. velia","CV6",3,0,"6"
"V","C. velia","CV6",4,1,"6"
"V","C. velia","CV6",5,2,"6"
"V","C. velia","CV6",6,1,"6"
"V","C. velia","CV6",7,0,"6"
"V","C. velia","CV6",8,5,"6"
"V","C. velia","CV6",9,0,"6"
"V","C. velia","CV6",10,0,"6"
"V","C. velia","CV6",11,0,"6"
"V","C. velia","CV6",12,0,"6"
"V","C. velia","CV6",13,0,"6"
"V","C. velia","CV6",14,9,"6"
"V","C. velia","CV6",15,0,"6"
"V","C. velia","CV6",16,0,"6"
"V","C. velia","CV6",17,0,"6"
"V","C. velia","CV6",18,0,"6"
"V","C. velia","CV6",19,0,"6"
"V","C. velia","CV6",20,0,"6"
"V","C. velia","CV6",21,1,"6"
"V","C. velia","CV6",22,0,"6"
"V","C. velia","CV6",23,0,"6"
"V","C. velia","CV6",24,0,"6"
"V","C. velia","CV6",25,7,"6"
"V","C. velia","CV6",26,0,"6"
"V","C. velia","CV6",27,0,"6"
"V","C. velia","CV6",28,1,"6"
"V","C. velia","CV6",29,0,"6"
"V","C. velia","CV6",30,10,"6"
"V","C. velia","CV6",31,0,"6"
"V","C. velia","CV6",32,8,"6"
"V","C. velia","CV6",33,2,"6"
"V","C. velia","CV6",34,0,"6"
"V","C. velia","CV6",35,0,"6"
"V","C. velia","CV6",36,0,"6"
"V","C. velia","CV6",37,2,"6"
"V","C. velia","CV6",38,2,"6"
"V","C. velia","CV6",39,0,"6"
"V","C. velia","CV6",40,0,"6"
"V","C. velia","CV6",41,0,"6"
"V","C. velia","CV6",42,0,"6"
"V","C. velia","CV6",43,0,"6"
"V","C. velia","CV6",44,0,"6"
"V","C. velia","CV6",45,10,"6"
"V","C. velia","CV6",46,5,"6"
"V","C. velia","CV6",47,0,"6"
"V","C. velia","CV6",48,0,"6"
"V","C. velia","CV6",49,0,"6"
"V","C. velia","CV6",50,0,"6"
"I","SSB01","SI10",1,20,"10"
"I","SSB01","SI10",2,4,"10"
"I","SSB01","SI10",3,0,"10"
"I","SSB01","SI10",4,10,"10"
"I","SSB01","SI10",5,10,"10"
"I","SSB01","SI10",6,10,"10"
"I","SSB01","SI10",7,0,"10"
"I","SSB01","SI10",8,10,"10"
"I","SSB01","SI10",9,10,"10"
"I","SSB01","SI10",10,5,"10"
"I","SSB01","SI10",11,10,"10"
"I","SSB01","SI10",12,12,"10"
"I","SSB01","SI10",13,9,"10"
"I","SSB01","SI10",14,10,"10"
"I","SSB01","SI10",15,10,"10"
"I","SSB01","SI10",16,10,"10"
"I","SSB01","SI10",17,10,"10"
"I","SSB01","SI10",18,10,"10"
"I","SSB01","SI10",19,0,"10"
"I","SSB01","SI10",20,10,"10"
"I","SSB01","SI10",21,5,"10"
"I","SSB01","SI10",22,4,"10"
"I","SSB01","SI10",23,0,"10"
"I","SSB01","SI10",24,0,"10"
"I","SSB01","SI10",25,10,"10"
"I","SSB01","SI10",26,10,"10"
"I","SSB01","SI10",27,10,"10"
"I","SSB01","SI10",28,10,"10"
"I","SSB01","SI10",29,15,"10"
"I","SSB01","SI10",30,10,"10"
"I","SSB01","SI10",31,8,"10"
"I","SSB01","SI10",32,8,"10"
"I","SSB01","SI10",33,10,"10"
"I","SSB01","SI10",34,10,"10"
"I","SSB01","SI10",35,0,"10"
"I","SSB01","SI10",36,20,"10"
"I","SSB01","SI10",37,8,"10"
"I","SSB01","SI10",38,10,"10"
"I","SSB01","SI10",39,10,"10"
"I","SSB01","SI10",40,10,"10"
"I","SSB01","SI10",41,12,"10"
"I","SSB01","SI10",42,10,"10"
"I","SSB01","SI10",43,3,"10"
"I","SSB01","SI10",44,2,"10"
"I","SSB01","SI10",45,10,"10"
"I","SSB01","SI10",46,10,"10"
"I","SSB01","SI10",47,0,"10"
"I","SSB01","SI10",48,10,"10"
"I","SSB01","SI10",49,9,"10"
"I","SSB01","SI10",50,10,"10"
"II","SSB01","SII10",1,3,"10"
"II","SSB01","SII10",2,4,"10"
"II","SSB01","SII10",3,0,"10"
"II","SSB01","SII10",4,0,"10"
"II","SSB01","SII10",5,10,"10"
"II","SSB01","SII10",6,2,"10"
"II","SSB01","SII10",7,3,"10"
"II","SSB01","SII10",8,0,"10"
"II","SSB01","SII10",9,13,"10"
"II","SSB01","SII10",10,3,"10"
"II","SSB01","SII10",11,2,"10"
"II","SSB01","SII10",12,0,"10"
"II","SSB01","SII10",13,0,"10"
"II","SSB01","SII10",14,4,"10"
"II","SSB01","SII10",15,10,"10"
"II","SSB01","SII10",16,3,"10"
"II","SSB01","SII10",17,3,"10"
"II","SSB01","SII10",18,10,"10"
"II","SSB01","SII10",19,0,"10"
"II","SSB01","SII10",20,0,"10"
"II","SSB01","SII10",21,3,"10"
"II","SSB01","SII10",22,3,"10"
"II","SSB01","SII10",23,1,"10"
"II","SSB01","SII10",24,0,"10"
"II","SSB01","SII10",25,0,"10"
"II","SSB01","SII10",26,0,"10"
"II","SSB01","SII10",27,6,"10"
"II","SSB01","SII10",28,0,"10"
"II","SSB01","SII10",29,1,"10"
"II","SSB01","SII10",30,3,"10"
"II","SSB01","SII10",31,0,"10"
"II","SSB01","SII10",32,3,"10"
"II","SSB01","SII10",33,4,"10"
"II","SSB01","SII10",34,0,"10"
"II","SSB01","SII10",35,2,"10"
"II","SSB01","SII10",36,0,"10"
"II","SSB01","SII10",37,0,"10"
"II","SSB01","SII10",38,20,"10"
"II","SSB01","SII10",39,0,"10"
"II","SSB01","SII10",40,0,"10"
"II","SSB01","SII10",41,3,"10"
"II","SSB01","SII10",42,10,"10"
"II","SSB01","SII10",43,2,"10"
"II","SSB01","SII10",44,0,"10"
"II","SSB01","SII10",45,4,"10"
"II","SSB01","SII10",46,20,"10"
"II","SSB01","SII10",47,7,"10"
"II","SSB01","SII10",48,4,"10"
"II","SSB01","SII10",49,20,"10"
"II","SSB01","SII10",50,10,"10"
"III","SSB01","SIII10",1,10,"10"
"III","SSB01","SIII10",2,0,"10"
"III","SSB01","SIII10",3,10,"10"
"III","SSB01","SIII10",4,0,"10"
"III","SSB01","SIII10",5,0,"10"
"III","SSB01","SIII10",6,3,"10"
"III","SSB01","SIII10",7,0,"10"
"III","SSB01","SIII10",8,0,"10"
"III","SSB01","SIII10",9,0,"10"
"III","SSB01","SIII10",10,4,"10"
"III","SSB01","SIII10",11,3,"10"
"III","SSB01","SIII10",12,0,"10"
"III","SSB01","SIII10",13,0,"10"
"III","SSB01","SIII10",14,0,"10"
"III","SSB01","SIII10",15,0,"10"
"III","SSB01","SIII10",16,0,"10"
"III","SSB01","SIII10",17,4,"10"
"III","SSB01","SIII10",18,0,"10"
"III","SSB01","SIII10",19,0,"10"
"III","SSB01","SIII10",20,10,"10"
"III","SSB01","SIII10",21,10,"10"
"III","SSB01","SIII10",22,2,"10"
"III","SSB01","SIII10",23,0,"10"
"III","SSB01","SIII10",24,0,"10"
"III","SSB01","SIII10",25,0,"10"
"III","SSB01","SIII10",26,0,"10"
"III","SSB01","SIII10",27,0,"10"
"III","SSB01","SIII10",28,9,"10"
"III","SSB01","SIII10",29,0,"10"
"III","SSB01","SIII10",30,8,"10"
"III","SSB01","SIII10",31,2,"10"
"III","SSB01","SIII10",32,0,"10"
"III","SSB01","SIII10",33,0,"10"
"III","SSB01","SIII10",34,3,"10"
"III","SSB01","SIII10",35,0,"10"
"III","SSB01","SIII10",36,10,"10"
"III","SSB01","SIII10",37,10,"10"
"III","SSB01","SIII10",38,0,"10"
"III","SSB01","SIII10",39,10,"10"
"III","SSB01","SIII10",40,6,"10"
"III","SSB01","SIII10",41,7,"10"
"III","SSB01","SIII10",42,10,"10"
"III","SSB01","SIII10",43,0,"10"
"III","SSB01","SIII10",44,0,"10"
"III","SSB01","SIII10",45,8,"10"
"III","SSB01","SIII10",46,0,"10"
"III","SSB01","SIII10",47,0,"10"
"III","SSB01","SIII10",48,0,"10"
"III","SSB01","SIII10",49,4,"10"
"III","SSB01","SIII10",50,4,"10"
"IV","SSB01","SIV10",1,4,"10"
"IV","SSB01","SIV10",2,10,"10"
"IV","SSB01","SIV10",3,6,"10"
"IV","SSB01","SIV10",4,12,"10"
"IV","SSB01","SIV10",5,20,"10"
"IV","SSB01","SIV10",6,2,"10"
"IV","SSB01","SIV10",7,10,"10"
"IV","SSB01","SIV10",8,10,"10"
"IV","SSB01","SIV10",9,10,"10"
"IV","SSB01","SIV10",10,10,"10"
"IV","SSB01","SIV10",11,0,"10"
"IV","SSB01","SIV10",12,20,"10"
"IV","SSB01","SIV10",13,20,"10"
"IV","SSB01","SIV10",14,2,"10"
"IV","SSB01","SIV10",15,20,"10"
"IV","SSB01","SIV10",16,6,"10"
"IV","SSB01","SIV10",17,10,"10"
"IV","SSB01","SIV10",18,10,"10"
"IV","SSB01","SIV10",19,8,"10"
"IV","SSB01","SIV10",20,0,"10"
"IV","SSB01","SIV10",21,20,"10"
"IV","SSB01","SIV10",22,10,"10"
"IV","SSB01","SIV10",23,10,"10"
"IV","SSB01","SIV10",24,18,"10"
"IV","SSB01","SIV10",25,10,"10"
"IV","SSB01","SIV10",26,16,"10"
"IV","SSB01","SIV10",27,0,"10"
"IV","SSB01","SIV10",28,20,"10"
"IV","SSB01","SIV10",29,10,"10"
"IV","SSB01","SIV10",30,10,"10"
"IV","SSB01","SIV10",31,20,"10"
"IV","SSB01","SIV10",32,10,"10"
"IV","SSB01","SIV10",33,14,"10"
"IV","SSB01","SIV10",34,10,"10"
"IV","SSB01","SIV10",35,2,"10"
"IV","SSB01","SIV10",36,0,"10"
"IV","SSB01","SIV10",37,0,"10"
"IV","SSB01","SIV10",38,3,"10"
"IV","SSB01","SIV10",39,18,"10"
"IV","SSB01","SIV10",40,4,"10"
"IV","SSB01","SIV10",41,15,"10"
"IV","SSB01","SIV10",42,10,"10"
"IV","SSB01","SIV10",43,0,"10"
"IV","SSB01","SIV10",44,10,"10"
"IV","SSB01","SIV10",45,10,"10"
"IV","SSB01","SIV10",46,10,"10"
"IV","SSB01","SIV10",47,10,"10"
"IV","SSB01","SIV10",48,10,"10"
"IV","SSB01","SIV10",49,10,"10"
"IV","SSB01","SIV10",50,10,"10"
"V","SSB01","SV10",1,6,"10"
"V","SSB01","SV10",2,0,"10"
"V","SSB01","SV10",3,0,"10"
"V","SSB01","SV10",4,0,"10"
"V","SSB01","SV10",5,4,"10"
"V","SSB01","SV10",6,6,"10"
"V","SSB01","SV10",7,4,"10"
"V","SSB01","SV10",8,8,"10"
"V","SSB01","SV10",9,10,"10"
"V","SSB01","SV10",10,0,"10"
"V","SSB01","SV10",11,0,"10"
"V","SSB01","SV10",12,2,"10"
"V","SSB01","SV10",13,0,"10"
"V","SSB01","SV10",14,2,"10"
"V","SSB01","SV10",15,10,"10"
"V","SSB01","SV10",16,10,"10"
"V","SSB01","SV10",17,0,"10"
"V","SSB01","SV10",18,12,"10"
"V","SSB01","SV10",19,0,"10"
"V","SSB01","SV10",20,4,"10"
"V","SSB01","SV10",21,5,"10"
"V","SSB01","SV10",22,0,"10"
"V","SSB01","SV10",23,0,"10"
"V","SSB01","SV10",24,0,"10"
"V","SSB01","SV10",25,0,"10"
"V","SSB01","SV10",26,0,"10"
"V","SSB01","SV10",27,0,"10"
"V","SSB01","SV10",28,12,"10"
"V","SSB01","SV10",29,7,"10"
"V","SSB01","SV10",30,0,"10"
"V","SSB01","SV10",31,0,"10"
"V","SSB01","SV10",32,2,"10"
"V","SSB01","SV10",33,6,"10"
"V","SSB01","SV10",34,0,"10"
"V","SSB01","SV10",35,0,"10"
"V","SSB01","SV10",36,2,"10"
"V","SSB01","SV10",37,16,"10"
"V","SSB01","SV10",38,1,"10"
"V","SSB01","SV10",39,10,"10"
"V","SSB01","SV10",40,2,"10"
"V","SSB01","SV10",41,0,"10"
"V","SSB01","SV10",42,0,"10"
"V","SSB01","SV10",43,10,"10"
"V","SSB01","SV10",44,7,"10"
"V","SSB01","SV10",45,2,"10"
"V","SSB01","SV10",46,0,"10"
"V","SSB01","SV10",47,0,"10"
"V","SSB01","SV10",48,0,"10"
"V","SSB01","SV10",49,4,"10"
"V","SSB01","SV10",50,2,"10"
"I","M. gaditana","MI10",1,0,"10"
"I","M. gaditana","MI10",2,0,"10"
"I","M. gaditana","MI10",3,0,"10"
"I","M. gaditana","MI10",4,0,"10"
"I","M. gaditana","MI10",5,0,"10"
"I","M. gaditana","MI10",6,0,"10"
"I","M. gaditana","MI10",7,0,"10"
"I","M. gaditana","MI10",8,0,"10"
"I","M. gaditana","MI10",9,0,"10"
"I","M. gaditana","MI10",10,0,"10"
"I","M. gaditana","MI10",11,0,"10"
"I","M. gaditana","MI10",12,0,"10"
"I","M. gaditana","MI10",13,0,"10"
"I","M. gaditana","MI10",14,0,"10"
"I","M. gaditana","MI10",15,0,"10"
"I","M. gaditana","MI10",16,1,"10"
"I","M. gaditana","MI10",17,0,"10"
"I","M. gaditana","MI10",18,0,"10"
