"Repeat(Date)","Algae","Well_ID","Larvae","Number of Symbionts","Time_post_infection"
"IV","M. gaditana","MIV2",8,1,"2"
"IV","M. gaditana","MIV2",9,0,"2"
"IV","M. gaditana","MIV2",10,1,"2"
"IV","M. gaditana","MIV2",11,0,"2"
"IV","M. gaditana","MIV2",12,0,"2"
"IV","M. gaditana","MIV2",13,2,"2"
"IV","M. gaditana","MIV2",14,0,"2"
"IV","M. gaditana","MIV2",15,0,"2"
"IV","M. gaditana","MIV2",16,1,"2"
"IV","M. gaditana","MIV2",17,8,"2"
"IV","M. gaditana","MIV2",18,2,"2"
"IV","M. gaditana","MIV2",19,1,"2"
"IV","M. gaditana","MIV2",20,0,"2"
"IV","M. gaditana","MIV2",21,3,"2"
"IV","M. gaditana","MIV2",22,0,"2"
"IV","M. gaditana","MIV2",23,3,"2"
"IV","M. gaditana","MIV2",24,2,"2"
"IV","M. gaditana","MIV2",25,0,"2"
"IV","M. gaditana","MIV2",26,1,"2"
"IV","M. gaditana","MIV2",27,0,"2"
"IV","M. gaditana","MIV2",28,1,"2"
"IV","M. gaditana","MIV2",29,0,"2"
"IV","M. gaditana","MIV2",30,0,"2"
"IV","M. gaditana","MIV2",31,10,"2"
"IV","M. gaditana","MIV2",32,10,"2"
"IV","M. gaditana","MIV2",33,0,"2"
"IV","M. gaditana","MIV2",34,0,"2"
"IV","M. gaditana","MIV2",35,0,"2"
"IV","M. gaditana","MIV2",36,0,"2"
"IV","M. gaditana","MIV2",37,0,"2"
"IV","M. gaditana","MIV2",38,0,"2"
"IV","M. gaditana","MIV2",39,0,"2"
"IV","M. gaditana","MIV2",40,10,"2"
"IV","M. gaditana","MIV2",41,1,"2"
"IV","M. gaditana","MIV2",42,0,"2"
"IV","M. gaditana","MIV2",43,0,"2"
"IV","M. gaditana","MIV2",44,0,"2"
"IV","M. gaditana","MIV2",45,5,"2"
"IV","M. gaditana","MIV2",46,6,"2"
"IV","M. gaditana","MIV2",47,0,"2"
"IV","M. gaditana","MIV2",48,0,"2"
"IV","M. gaditana","MIV2",49,0,"2"
"IV","M. gaditana","MIV2",50,1,"2"
"V","M. gaditana","MV2",1,1,"2"
"V","M. gaditana","MV2",2,1,"2"
"V","M. gaditana","MV2",3,1,"2"
"V","M. gaditana","MV2",4,0,"2"
"V","M. gaditana","MV2",5,0,"2"
"V","M. gaditana","MV2",6,1,"2"
"V","M. gaditana","MV2",7,1,"2"
"V","M. gaditana","MV2",8,0,"2"
"V","M. gaditana","MV2",9,0,"2"
"V","M. gaditana","MV2",10,1,"2"
"V","M. gaditana","MV2",11,1,"2"
"V","M. gaditana","MV2",12,0,"2"
"V","M. gaditana","MV2",13,0,"2"
"V","M. gaditana","MV2",14,0,"2"
"V","M. gaditana","MV2",15,1,"2"
"V","M. gaditana","MV2",16,0,"2"
"V","M. gaditana","MV2",17,0,"2"
"V","M. gaditana","MV2",18,0,"2"
"V","M. gaditana","MV2",19,4,"2"
"V","M. gaditana","MV2",20,1,"2"
"V","M. gaditana","MV2",21,0,"2"
"V","M. gaditana","MV2",22,0,"2"
"V","M. gaditana","MV2",23,0,"2"
"V","M. gaditana","MV2",24,1,"2"
"V","M. gaditana","MV2",25,2,"2"
"V","M. gaditana","MV2",26,0,"2"
"V","M. gaditana","MV2",27,2,"2"
"V","M. gaditana","MV2",28,0,"2"
"V","M. gaditana","MV2",29,0,"2"
"V","M. gaditana","MV2",30,0,"2"
"V","M. gaditana","MV2",31,1,"2"
"V","M. gaditana","MV2",32,0,"2"
"V","M. gaditana","MV2",33,2,"2"
"V","M. gaditana","MV2",34,0,"2"
"V","M. gaditana","MV2",35,0,"2"
"V","M. gaditana","MV2",36,2,"2"
"V","M. gaditana","MV2",37,0,"2"
"V","M. gaditana","MV2",38,0,"2"
"V","M. gaditana","MV2",39,1,"2"
"V","M. gaditana","MV2",40,0,"2"
"V","M. gaditana","MV2",41,0,"2"
"V","M. gaditana","MV2",42,0,"2"
"V","M. gaditana","MV2",43,2,"2"
"V","M. gaditana","MV2",44,0,"2"
"V","M. gaditana","MV2",45,4,"2"
"V","M. gaditana","MV2",46,2,"2"
"V","M. gaditana","MV2",47,0,"2"
"V","M. gaditana","MV2",48,0,"2"
"V","M. gaditana","MV2",49,1,"2"
"V","M. gaditana","MV2",50,4,"2"
"I","N. oculata","NI2",1,0,"2"
"I","N. oculata","NI2",2,0,"2"
"I","N. oculata","NI2",3,0,"2"
"I","N. oculata","NI2",4,3,"2"
"I","N. oculata","NI2",5,0,"2"
"I","N. oculata","NI2",6,0,"2"
"I","N. oculata","NI2",7,0,"2"
"I","N. oculata","NI2",8,0,"2"
"I","N. oculata","NI2",9,0,"2"
"I","N. oculata","NI2",10,0,"2"
"I","N. oculata","NI2",11,0,"2"
"I","N. oculata","NI2",12,0,"2"
"I","N. oculata","NI2",13,0,"2"
"I","N. oculata","NI2",14,2,"2"
"I","N. oculata","NI2",15,0,"2"
"I","N. oculata","NI2",16,0,"2"
"I","N. oculata","NI2",17,0,"2"
"I","N. oculata","NI2",18,0,"2"
"I","N. oculata","NI2",19,0,"2"
"I","N. oculata","NI2",20,0,"2"
"I","N. oculata","NI2",21,0,"2"
"I","N. oculata","NI2",22,0,"2"
"I","N. oculata","NI2",23,0,"2"
"II","N. oculata","NII2",1,0,"2"
"II","N. oculata","NII2",2,0,"2"
"II","N. oculata","NII2",3,0,"2"
"II","N. oculata","NII2",4,0,"2"
"II","N. oculata","NII2",5,0,"2"
"II","N. oculata","NII2",6,0,"2"
"II","N. oculata","NII2",7,0,"2"
"II","N. oculata","NII2",8,0,"2"
"II","N. oculata","NII2",9,0,"2"
"II","N. oculata","NII2",10,1,"2"
"II","N. oculata","NII2",11,1,"2"
"II","N. oculata","NII2",12,0,"2"
"II","N. oculata","NII2",13,0,"2"
"II","N. oculata","NII2",14,0,"2"
"II","N. oculata","NII2",15,0,"2"
"II","N. oculata","NII2",16,0,"2"
"II","N. oculata","NII2",17,0,"2"
"II","N. oculata","NII2",18,0,"2"
"II","N. oculata","NII2",19,0,"2"
"II","N. oculata","NII2",20,0,"2"
"II","N. oculata","NII2",21,0,"2"
"II","N. oculata","NII2",22,0,"2"
"II","N. oculata","NII2",23,0,"2"
"II","N. oculata","NII2",24,0,"2"
"II","N. oculata","NII2",25,2,"2"
"II","N. oculata","NII2",26,0,"2"
"II","N. oculata","NII2",27,0,"2"
"II","N. oculata","NII2",28,0,"2"
"II","N. oculata","NII2",29,0,"2"
"II","N. oculata","NII2",30,0,"2"
"III","N. oculata","NIII2",1,0,"2"
"III","N. oculata","NIII2",2,0,"2"
"III","N. oculata","NIII2",3,0,"2"
"III","N. oculata","NIII2",4,0,"2"
"III","N. oculata","NIII2",5,0,"2"
"III","N. oculata","NIII2",6,0,"2"
"III","N. oculata","NIII2",7,0,"2"
"III","N. oculata","NIII2",8,0,"2"
"III","N. oculata","NIII2",9,0,"2"
"III","N. oculata","NIII2",10,0,"2"
"III","N. oculata","NIII2",11,0,"2"
"III","N. oculata","NIII2",12,1,"2"
"III","N. oculata","NIII2",13,0,"2"
"III","N. oculata","NIII2",14,0,"2"
"III","N. oculata","NIII2",15,0,"2"
"III","N. oculata","NIII2",16,1,"2"
"III","N. oculata","NIII2",17,0,"2"
"III","N. oculata","NIII2",18,0,"2"
"III","N. oculata","NIII2",19,0,"2"
"III","N. oculata","NIII2",20,0,"2"
"III","N. oculata","NIII2",21,0,"2"
"III","N. oculata","NIII2",22,0,"2"
"III","N. oculata","NIII2",23,0,"2"
"IV","N. oculata","NIV2",1,0,"2"
"IV","N. oculata","NIV2",2,0,"2"
"IV","N. oculata","NIV2",3,0,"2"
"IV","N. oculata","NIV2",4,0,"2"
"IV","N. oculata","NIV2",5,0,"2"
"IV","N. oculata","NIV2",6,0,"2"
"IV","N. oculata","NIV2",7,0,"2"
"IV","N. oculata","NIV2",8,0,"2"
"IV","N. oculata","NIV2",9,0,"2"
"IV","N. oculata","NIV2",10,0,"2"
"IV","N. oculata","NIV2",11,0,"2"
"IV","N. oculata","NIV2",12,0,"2"
"IV","N. oculata","NIV2",13,0,"2"
"IV","N. oculata","NIV2",14,0,"2"
"IV","N. oculata","NIV2",15,0,"2"
"IV","N. oculata","NIV2",16,0,"2"
"IV","N. oculata","NIV2",17,0,"2"
"IV","N. oculata","NIV2",18,0,"2"
"IV","N. oculata","NIV2",19,0,"2"
"IV","N. oculata","NIV2",20,0,"2"
"IV","N. oculata","NIV2",21,0,"2"
"IV","N. oculata","NIV2",22,0,"2"
"IV","N. oculata","NIV2",23,1,"2"
"IV","N. oculata","NIV2",24,0,"2"
"IV","N. oculata","NIV2",25,0,"2"
"IV","N. oculata","NIV2",26,0,"2"
"IV","N. oculata","NIV2",27,0,"2"
"IV","N. oculata","NIV2",28,0,"2"
"IV","N. oculata","NIV2",29,0,"2"
"IV","N. oculata","NIV2",30,0,"2"
"IV","N. oculata","NIV2",31,0,"2"
"IV","N. oculata","NIV2",32,0,"2"
"IV","N. oculata","NIV2",33,0,"2"
"IV","N. oculata","NIV2",34,0,"2"
"IV","N. oculata","NIV2",35,0,"2"
"IV","N. oculata","NIV2",36,0,"2"
"IV","N. oculata","NIV2",37,0,"2"
"IV","N. oculata","NIV2",38,0,"2"
"IV","N. oculata","NIV2",39,0,"2"
"IV","N. oculata","NIV2",40,0,"2"
"IV","N. oculata","NIV2",41,0,"2"
"IV","N. oculata","NIV2",42,0,"2"
"IV","N. oculata","NIV2",43,0,"2"
"IV","N. oculata","NIV2",44,0,"2"
"IV","N. oculata","NIV2",45,0,"2"
"IV","N. oculata","NIV2",46,0,"2"
"IV","N. oculata","NIV2",47,0,"2"
"IV","N. oculata","NIV2",48,0,"2"
"IV","N. oculata","NIV2",49,0,"2"
"IV","N. oculata","NIV2",50,0,"2"
"V","N. oculata","NV2",1,4,"2"
"V","N. oculata","NV2",2,0,"2"
"V","N. oculata","NV2",3,0,"2"
"V","N. oculata","NV2",4,0,"2"
"V","N. oculata","NV2",5,0,"2"
"V","N. oculata","NV2",6,0,"2"
"V","N. oculata","NV2",7,0,"2"
"V","N. oculata","NV2",8,0,"2"
"V","N. oculata","NV2",9,0,"2"
"V","N. oculata","NV2",10,0,"2"
"V","N. oculata","NV2",11,0,"2"
"V","N. oculata","NV2",12,0,"2"
"V","N. oculata","NV2",13,0,"2"
"V","N. oculata","NV2",14,0,"2"
"V","N. oculata","NV2",15,0,"2"
"V","N. oculata","NV2",16,0,"2"
"V","N. oculata","NV2",17,0,"2"
"V","N. oculata","NV2",18,0,"2"
"V","N. oculata","NV2",19,0,"2"
"V","N. oculata","NV2",20,0,"2"
"V","N. oculata","NV2",21,0,"2"
"V","N. oculata","NV2",22,0,"2"
"V","N. oculata","NV2",23,0,"2"
"V","N. oculata","NV2",24,0,"2"
"V","N. oculata","NV2",25,0,"2"
"V","N. oculata","NV2",26,0,"2"
"V","N. oculata","NV2",27,0,"2"
"V","N. oculata","NV2",28,0,"2"
"V","N. oculata","NV2",29,0,"2"
"V","N. oculata","NV2",30,0,"2"
"V","N. oculata","NV2",31,0,"2"
"V","N. oculata","NV2",32,0,"2"
"V","N. oculata","NV2",33,0,"2"
"V","N. oculata","NV2",34,0,"2"
"V","N. oculata","NV2",35,0,"2"
"V","N. oculata","NV2",36,0,"2"
"V","N. oculata","NV2",37,0,"2"
"V","N. oculata","NV2",38,0,"2"
"V","N. oculata","NV2",39,0,"2"
"V","N. oculata","NV2",40,0,"2"
"V","N. oculata","NV2",41,0,"2"
"V","N. oculata","NV2",42,0,"2"
"V","N. oculata","NV2",43,0,"2"
"V","N. oculata","NV2",44,0,"2"
"V","N. oculata","NV2",45,0,"2"
"V","N. oculata","NV2",46,0,"2"
"V","N. oculata","NV2",47,0,"2"
"V","N. oculata","NV2",48,0,"2"
"V","N. oculata","NV2",49,0,"2"
"V","N. oculata","NV2",50,0,"2"
"I","C. velia","CI2",1,0,"2"
"I","C. velia","CI2",2,12,"2"
"I","C. velia","CI2",3,0,"2"
"I","C. velia","CI2",4,0,"2"
"I","C. velia","CI2",5,7,"2"
"I","C. velia","CI2",6,3,"2"
"I","C. velia","CI2",7,0,"2"
"I","C. velia","CI2",8,0,"2"
"I","C. velia","CI2",9,0,"2"
"I","C. velia","CI2",10,1,"2"
"I","C. velia","CI2",11,0,"2"
"I","C. velia","CI2",12,9,"2"
"I","C. velia","CI2",13,1,"2"
"I","C. velia","CI2",14,2,"2"
"I","C. velia","CI2",15,1,"2"
"I","C. velia","CI2",16,3,"2"
"I","C. velia","CI2",17,0,"2"
"I","C. velia","CI2",18,0,"2"
"I","C. velia","CI2",19,0,"2"
"I","C. velia","CI2",20,0,"2"
"I","C. velia","CI2",21,0,"2"
"I","C. velia","CI2",22,0,"2"
"I","C. velia","CI2",23,1,"2"
"I","C. velia","CI2",24,0,"2"
"I","C. velia","CI2",25,0,"2"
"I","C. velia","CI2",26,2,"2"
"I","C. velia","CI2",27,4,"2"
"I","C. velia","CI2",28,2,"2"
"I","C. velia","CI2",29,0,"2"
"I","C. velia","CI2",30,0,"2"
"I","C. velia","CI2",31,2,"2"
"I","C. velia","CI2",32,2,"2"
"I","C. velia","CI2",33,3,"2"
"I","C. velia","CI2",34,0,"2"
"I","C. velia","CI2",35,0,"2"
"I","C. velia","CI2",36,2,"2"
"I","C. velia","CI2",37,0,"2"
"I","C. velia","CI2",38,2,"2"
"I","C. velia","CI2",39,2,"2"
"I","C. velia","CI2",40,10,"2"
"I","C. velia","CI2",41,0,"2"
"I","C. velia","CI2",42,5,"2"
"I","C. velia","CI2",43,0,"2"
"I","C. velia","CI2",44,0,"2"
"I","C. velia","CI2",45,0,"2"
"I","C. velia","CI2",46,0,"2"
"I","C. velia","CI2",47,0,"2"
"I","C. velia","CI2",48,0,"2"
"I","C. velia","CI2",49,1,"2"
"I","C. velia","CI2",50,1,"2"
"II","C. velia","CII2",1,0,"2"
"II","C. velia","CII2",2,3,"2"
"II","C. velia","CII2",3,0,"2"
"II","C. velia","CII2",4,3,"2"
"II","C. velia","CII2",5,0,"2"
"II","C. velia","CII2",6,0,"2"
"II","C. velia","CII2",7,0,"2"
"II","C. velia","CII2",8,0,"2"
"II","C. velia","CII2",9,3,"2"
"II","C. velia","CII2",10,0,"2"
"II","C. velia","CII2",11,0,"2"
"II","C. velia","CII2",12,0,"2"
"II","C. velia","CII2",13,1,"2"
"II","C. velia","CII2",14,2,"2"
"II","C. velia","CII2",15,12,"2"
"II","C. velia","CII2",16,0,"2"
"II","C. velia","CII2",17,3,"2"
"II","C. velia","CII2",18,4,"2"
"II","C. velia","CII2",19,0,"2"
"II","C. velia","CII2",20,1,"2"
"II","C. velia","CII2",21,0,"2"
"II","C. velia","CII2",22,0,"2"
"II","C. velia","CII2",23,0,"2"
"II","C. velia","CII2",24,0,"2"
"II","C. velia","CII2",25,0,"2"
"II","C. velia","CII2",26,4,"2"
"II","C. velia","CII2",27,0,"2"
"II","C. velia","CII2",28,1,"2"
"II","C. velia","CII2",29,0,"2"
"II","C. velia","CII2",30,2,"2"
"II","C. velia","CII2",31,0,"2"
"II","C. velia","CII2",32,2,"2"
"II","C. velia","CII2",33,0,"2"
"II","C. velia","CII2",34,0,"2"
"II","C. velia","CII2",35,0,"2"
"II","C. velia","CII2",36,0,"2"
"II","C. velia","CII2",37,0,"2"
"II","C. velia","CII2",38,0,"2"
"II","C. velia","CII2",39,0,"2"
"II","C. velia","CII2",40,0,"2"
"II","C. velia","CII2",41,0,"2"
"II","C. velia","CII2",42,0,"2"
"II","C. velia","CII2",43,0,"2"
"II","C. velia","CII2",44,0,"2"
"II","C. velia","CII2",45,1,"2"
"II","C. velia","CII2",46,0,"2"
"II","C. velia","CII2",47,0,"2"
"II","C. velia","CII2",48,3,"2"
"II","C. velia","CII2",49,0,"2"
"II","C. velia","CII2",50,2,"2"
"III","C. velia","CIII2",1,0,"2"
"III","C. velia","CIII2",2,0,"2"
"III","C. velia","CIII2",3,0,"2"
"III","C. velia","CIII2",4,7,"2"
"III","C. velia","CIII2",5,1,"2"
"III","C. velia","CIII2",6,2,"2"
"III","C. velia","CIII2",7,0,"2"
"III","C. velia","CIII2",8,0,"2"
"III","C. velia","CIII2",9,0,"2"
"III","C. velia","CIII2",10,0,"2"
"III","C. velia","CIII2",11,2,"2"
"III","C. velia","CIII2",12,0,"2"
"III","C. velia","CIII2",13,0,"2"
"III","C. velia","CIII2",14,0,"2"
"III","C. velia","CIII2",15,0,"2"
"III","C. velia","CIII2",16,0,"2"
"III","C. velia","CIII2",17,1,"2"
"III","C. velia","CIII2",18,3,"2"
"III","C. velia","CIII2",19,6,"2"
"III","C. velia","CIII2",20,0,"2"
"III","C. velia","CIII2",21,0,"2"
"III","C. velia","CIII2",22,0,"2"
"III","C. velia","CIII2",23,5,"2"
"III","C. velia","CIII2",24,0,"2"
"III","C. velia","CIII2",25,2,"2"
"III","C. velia","CIII2",26,0,"2"
"III","C. velia","CIII2",27,1,"2"
"III","C. velia","CIII2",28,0,"2"
"III","C. velia","CIII2",29,0,"2"
"III","C. velia","CIII2",30,0,"2"
"III","C. velia","CIII2",31,0,"2"
"III","C. velia","CIII2",32,0,"2"
"III","C. velia","CIII2",33,1,"2"
"III","C. velia","CIII2",34,0,"2"
"III","C. velia","CIII2",35,5,"2"
"III","C. velia","CIII2",36,6,"2"
"III","C. velia","CIII2",37,0,"2"
"III","C. velia","CIII2",38,0,"2"
"III","C. velia","CIII2",39,0,"2"
"III","C. velia","CIII2",40,0,"2"
"III","C. velia","CIII2",41,1,"2"
"III","C. velia","CIII2",42,1,"2"
"III","C. velia","CIII2",43,3,"2"
"III","C. velia","CIII2",44,0,"2"
"III","C. velia","CIII2",45,1,"2"
"III","C. velia","CIII2",46,5,"2"
"III","C. velia","CIII2",47,2,"2"
"III","C. velia","CIII2",48,3,"2"
"III","C. velia","CIII2",49,0,"2"
"III","C. velia","CIII2",50,1,"2"
"IV","C. velia","CIV2",1,0,"2"
"IV","C. velia","CIV2",2,1,"2"
"IV","C. velia","CIV2",3,0,"2"
"IV","C. velia","CIV2",4,0,"2"
"IV","C. velia","CIV2",5,0,"2"
"IV","C. velia","CIV2",6,0,"2"
"IV","C. velia","CIV2",7,0,"2"
"IV","C. velia","CIV2",8,0,"2"
"IV","C. velia","CIV2",9,6,"2"
"IV","C. velia","CIV2",10,0,"2"
"IV","C. velia","CIV2",11,3,"2"
"IV","C. velia","CIV2",12,0,"2"
"IV","C. velia","CIV2",13,0,"2"
"IV","C. velia","CIV2",14,0,"2"
"IV","C. velia","CIV2",15,0,"2"
"IV","C. velia","CIV2",16,0,"2"
"IV","C. velia","CIV2",17,0,"2"
"IV","C. velia","CIV2",18,0,"2"
"IV","C. velia","CIV2",19,0,"2"
"IV","C. velia","CIV2",20,0,"2"
"IV","C. velia","CIV2",21,0,"2"
"IV","C. velia","CIV2",22,0,"2"
"IV","C. velia","CIV2",23,0,"2"
"IV","C. velia","CIV2",24,0,"2"
"IV","C. velia","CIV2",25,0,"2"
"IV","C. velia","CIV2",26,0,"2"
"IV","C. velia","CIV2",27,0,"2"
"IV","C. velia","CIV2",28,0,"2"
"IV","C. velia","CIV2",29,1,"2"
"IV","C. velia","CIV2",30,0,"2"
"IV","C. velia","CIV2",31,0,"2"
"IV","C. velia","CIV2",32,0,"2"
"IV","C. velia","CIV2",33,0,"2"
"IV","C. velia","CIV2",34,0,"2"
"IV","C. velia","CIV2",35,1,"2"
"IV","C. velia","CIV2",36,1,"2"
"IV","C. velia","CIV2",37,0,"2"
"IV","C. velia","CIV2",38,1,"2"
"IV","C. velia","CIV2",39,3,"2"
"IV","C. velia","CIV2",40,0,"2"
"IV","C. velia","CIV2",41,0,"2"
"IV","C. velia","CIV2",42,0,"2"
"IV","C. velia","CIV2",43,1,"2"
"IV","C. velia","CIV2",44,14,"2"
"IV","C. velia","CIV2",45,0,"2"
"IV","C. velia","CIV2",46,0,"2"
"IV","C. velia","CIV2",47,0,"2"
"IV","C. velia","CIV2",48,0,"2"
"IV","C. velia","CIV2",49,0,"2"
"IV","C. velia","CIV2",50,0,"2"
"V","C. velia","CV2",1,13,"2"
"V","C. velia","CV2",2,5,"2"
"V","C. velia","CV2",3,3,"2"
"V","C. velia","CV2",4,12,"2"
"V","C. velia","CV2",5,2,"2"
"V","C. velia","CV2",6,0,"2"
"V","C. velia","CV2",7,2,"2"
"V","C. velia","CV2",8,2,"2"
"V","C. velia","CV2",9,7,"2"
"V","C. velia","CV2",10,5,"2"
"V","C. velia","CV2",11,5,"2"
"V","C. velia","CV2",12,6,"2"
"V","C. velia","CV2",13,0,"2"
"V","C. velia","CV2",14,9,"2"
"V","C. velia","CV2",15,3,"2"
"V","C. velia","CV2",16,0,"2"
"V","C. velia","CV2",17,1,"2"
"V","C. velia","CV2",18,11,"2"
"V","C. velia","CV2",19,23,"2"
"V","C. velia","CV2",20,2,"2"
"V","C. velia","CV2",21,1,"2"
"V","C. velia","CV2",22,9,"2"
"V","C. velia","CV2",23,0,"2"
"V","C. velia","CV2",24,4,"2"
"V","C. velia","CV2",25,6,"2"
"V","C. velia","CV2",26,0,"2"
"V","C. velia","CV2",27,3,"2"
"V","C. velia","CV2",28,0,"2"
"V","C. velia","CV2",29,13,"2"
"V","C. velia","CV2",30,1,"2"
"V","C. velia","CV2",31,0,"2"
"V","C. velia","CV2",32,0,"2"
"V","C. velia","CV2",33,2,"2"
"V","C. velia","CV2",34,0,"2"
"V","C. velia","CV2",35,0,"2"
"V","C. velia","CV2",36,3,"2"
"V","C. velia","CV2",37,0,"2"
"V","C. velia","CV2",38,2,"2"
"V","C. velia","CV2",39,4,"2"
"V","C. velia","CV2",40,0,"2"
"V","C. velia","CV2",41,10,"2"
"V","C. velia","CV2",42,0,"2"
"V","C. velia","CV2",43,12,"2"
"V","C. velia","CV2",44,4,"2"
"V","C. velia","CV2",45,2,"2"
"V","C. velia","CV2",46,3,"2"
"V","C. velia","CV2",47,0,"2"
"V","C. velia","CV2",48,5,"2"
"V","C. velia","CV2",49,0,"2"
"V","C. velia","CV2",50,4,"2"
"I","SSB01","SI3",1,1,"3"
"I","SSB01","SI3",2,8,"3"
"I","SSB01","SI3",3,4,"3"
"I","SSB01","SI3",4,12,"3"
"I","SSB01","SI3",5,4,"3"
"I","SSB01","SI3",6,2,"3"
"I","SSB01","SI3",7,1,"3"
"I","SSB01","SI3",8,0,"3"
"I","SSB01","SI3",9,10,"3"
"I","SSB01","SI3",10,5,"3"
"I","SSB01","SI3",11,9,"3"
"I","SSB01","SI3",12,7,"3"
"I","SSB01","SI3",13,11,"3"
"I","SSB01","SI3",14,9,"3"
"I","SSB01","SI3",15,15,"3"
"I","SSB01","SI3",16,7,"3"
"I","SSB01","SI3",17,2,"3"
"I","SSB01","SI3",18,1,"3"
"I","SSB01","SI3",19,5,"3"
"I","SSB01","SI3",20,7,"3"
"I","SSB01","SI3",21,20,"3"
"I","SSB01","SI3",22,12,"3"
"I","SSB01","SI3",23,2,"3"
"I","SSB01","SI3",24,3,"3"
"I","SSB01","SI3",25,5,"3"
"I","SSB01","SI3",26,7,"3"
"I","SSB01","SI3",27,20,"3"
"I","SSB01","SI3",28,7,"3"
"I","SSB01","SI3",29,10,"3"
"I","SSB01","SI3",30,4,"3"
"I","SSB01","SI3",31,2,"3"
"I","SSB01","SI3",32,3,"3"
"I","SSB01","SI3",33,15,"3"
"I","SSB01","SI3",34,8,"3"
"I","SSB01","SI3",35,5,"3"
"I","SSB01","SI3",36,5,"3"
"I","SSB01","SI3",37,13,"3"
"I","SSB01","SI3",38,3,"3"
"I","SSB01","SI3",39,3,"3"
"I","SSB01","SI3",40,2,"3"
"I","SSB01","SI3",41,10,"3"
"I","SSB01","SI3",42,5,"3"
"I","SSB01","SI3",43,0,"3"
"I","SSB01","SI3",44,1,"3"
"I","SSB01","SI3",45,10,"3"
"II","SSB01","SII3",1,0,"3"
"II","SSB01","SII3",2,0,"3"
"II","SSB01","SII3",3,6,"3"
"II","SSB01","SII3",4,8,"3"
"II","SSB01","SII3",5,0,"3"
"II","SSB01","SII3",6,9,"3"
"II","SSB01","SII3",7,1,"3"
"II","SSB01","SII3",8,4,"3"
"II","SSB01","SII3",9,2,"3"
"II","SSB01","SII3",10,1,"3"
"II","SSB01","SII3",11,0,"3"
"II","SSB01","SII3",12,5,"3"
"II","SSB01","SII3",13,0,"3"
"II","SSB01","SII3",14,0,"3"
"II","SSB01","SII3",15,1,"3"
"II","SSB01","SII3",16,0,"3"
"II","SSB01","SII3",17,3,"3"
"II","SSB01","SII3",18,0,"3"
"II","SSB01","SII3",19,2,"3"
"II","SSB01","SII3",20,1,"3"
"II","SSB01","SII3",21,0,"3"
"II","SSB01","SII3",22,6,"3"
"II","SSB01","SII3",23,5,"3"
"II","SSB01","SII3",24,0,"3"
"II","SSB01","SII3",25,2,"3"
"II","SSB01","SII3",26,0,"3"
"II","SSB01","SII3",27,4,"3"
"II","SSB01","SII3",28,1,"3"
"II","SSB01","SII3",29,3,"3"
"II","SSB01","SII3",30,0,"3"
"II","SSB01","SII3",31,0,"3"
"II","SSB01","SII3",32,0,"3"
"II","SSB01","SII3",33,0,"3"
"II","SSB01","SII3",34,0,"3"
"II","SSB01","SII3",35,2,"3"
"II","SSB01","SII3",36,0,"3"
"II","SSB01","SII3",37,1,"3"
"II","SSB01","SII3",38,2,"3"
"II","SSB01","SII3",39,8,"3"
"II","SSB01","SII3",40,3,"3"
"II","SSB01","SII3",41,2,"3"
"II","SSB01","SII3",42,0,"3"
"II","SSB01","SII3",43,1,"3"
"II","SSB01","SII3",44,0,"3"
"II","SSB01","SII3",45,0,"3"
"II","SSB01","SII3",46,0,"3"
"II","SSB01","SII3",47,0,"3"
"II","SSB01","SII3",48,7,"3"
"II","SSB01","SII3",49,7,"3"
"II","SSB01","SII3",50,5,"3"
"III","SSB01","SIII3",1,4,"3"
"III","SSB01","SIII3",2,0,"3"
"III","SSB01","SIII3",3,0,"3"
"III","SSB01","SIII3",4,4,"3"
"III","SSB01","SIII3",5,0,"3"
"III","SSB01","SIII3",6,9,"3"
"III","SSB01","SIII3",7,1,"3"
"III","SSB01","SIII3",8,10,"3"
"III","SSB01","SIII3",9,0,"3"
"III","SSB01","SIII3",10,2,"3"
"III","SSB01","SIII3",11,0,"3"
"III","SSB01","SIII3",12,1,"3"
"III","SSB01","SIII3",13,10,"3"
"III","SSB01","SIII3",14,1,"3"
"III","SSB01","SIII3",15,0,"3"
"III","SSB01","SIII3",16,20,"3"
"III","SSB01","SIII3",17,5,"3"
"III","SSB01","SIII3",18,3,"3"
"III","SSB01","SIII3",19,2,"3"
"III","SSB01","SIII3",20,0,"3"
"III","SSB01","SIII3",21,0,"3"
"III","SSB01","SIII3",22,0,"3"
"III","SSB01","SIII3",23,10,"3"
"III","SSB01","SIII3",24,1,"3"
"III","SSB01","SIII3",25,1,"3"
"IV","SSB01","SIV3",1,14,"3"
"IV","SSB01","SIV3",2,12,"3"
"IV","SSB01","SIV3",3,2,"3"
"IV","SSB01","SIV3",4,12,"3"
"IV","SSB01","SIV3",5,20,"3"
"IV","SSB01","SIV3",6,10,"3"
"IV","SSB01","SIV3",7,0,"3"
"IV","SSB01","SIV3",8,3,"3"
"IV","SSB01","SIV3",9,10,"3"
"IV","SSB01","SIV3",10,17,"3"
"IV","SSB01","SIV3",11,10,"3"
"IV","SSB01","SIV3",12,4,"3"
"IV","SSB01","SIV3",13,16,"3"
"IV","SSB01","SIV3",14,3,"3"
"IV","SSB01","SIV3",15,0,"3"
"IV","SSB01","SIV3",16,10,"3"
"IV","SSB01","SIV3",17,20,"3"
"IV","SSB01","SIV3",18,7,"3"
"IV","SSB01","SIV3",19,10,"3"
